Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Family_Size,Spending_Score
Male,Yes,51,Yes,Artist,8,5,Low
Male,Yes,67,No,Executive,2,1,High
Male,Yes,38,Yes,Artist,9,2,Average
Female,No,40,Yes,Doctor,0,1,Low
Female,Yes,45,Yes,Artist,5,2,Average
Male,Yes,48,Yes,Artist,0,4,Average
Female,Yes,69,No,Lawyer,0,2,Average
Male,No,21,No,Healthcare,9,5,Low
Female,Yes,48,No,Engineer,1,,High
Female,No,18,No,Healthcare,,3,Low
Male,Yes,72,Yes,Artist,0,3,Low
Male,Yes,85,No,Lawyer,,1,Low
Female,No,21,No,Marketing,1,5,Low
Female,Yes,48,Yes,Artist,1,1,Low
Female,No,37,Yes,Entertainment,6,,Low
Male,No,28,No,Healthcare,1,5,Low
Male,Yes,55,Yes,Entertainment,1,2,Low
Female,No,56,Yes,Artist,0,2,Low
Male,Yes,50,Yes,Doctor,1,2,Low
Male,No,21,No,Healthcare,1,4,Low
Male,No,18,No,Healthcare,0,6,Low
Male,Yes,68,Yes,Lawyer,0,2,High
Male,Yes,47,Yes,Artist,13,1,Low
Male,Yes,75,No,Lawyer,1,2,High
Male,Yes,50,Yes,Artist,3,4,Average
Male,No,31,Yes,Healthcare,0,4,Low
Female,No,30,Yes,Artist,0,3,Low
Female,Yes,41,Yes,Artist,0,4,Low
Male,Yes,41,,Executive,6,2,High
Female,Yes,35,No,Healthcare,2,1,Low
Male,Yes,37,Yes,Healthcare,0,1,Low
Male,Yes,60,Yes,Entertainment,0,,Low
Male,Yes,50,Yes,Doctor,0,3,Average
Male,Yes,36,Yes,Artist,0,2,Average
Female,No,26,No,Marketing,3,3,Low
Male,Yes,62,No,,7,2,High
Male,No,22,No,Healthcare,0,4,Low
Female,No,19,No,Healthcare,0,3,Low
Female,Yes,45,Yes,Artist,0,5,Average
Female,No,31,No,Doctor,0,4,Low
Male,Yes,56,Yes,Artist,0,3,Average
Female,Yes,62,,Lawyer,8,5,Low
Female,No,25,Yes,Healthcare,1,3,Low
Female,Yes,73,Yes,Lawyer,1,1,Low
Male,Yes,62,Yes,Doctor,1,4,Average
Male,Yes,46,No,Entertainment,0,3,Average
Female,Yes,51,Yes,Artist,,,Low
Male,Yes,25,Yes,Executive,1,2,High
Male,Yes,66,,Executive,0,2,High
Male,No,27,Yes,Marketing,1,2,Low
Male,Yes,87,No,Executive,1,2,Low
Female,Yes,47,Yes,Artist,0,1,Low
Male,Yes,57,Yes,Artist,1,4,Average
Male,Yes,60,Yes,Artist,0,4,Average
Male,Yes,40,Yes,Executive,,5,High
Female,No,32,Yes,Doctor,7,,Low
Male,No,28,Yes,Healthcare,2,3,Low
Male,No,39,Yes,Doctor,4,3,Low
Female,No,47,Yes,Marketing,9,1,Low
Female,No,39,Yes,,8,,Low
Male,No,28,No,Entertainment,1,,Low
Male,Yes,69,Yes,Artist,0,3,Average
Female,No,42,Yes,Artist,0,1,Low
Female,Yes,46,Yes,Engineer,1,1,Low
Female,No,23,No,Marketing,3,3,Low
Male,No,45,Yes,Artist,1,5,Low
Female,Yes,38,Yes,Doctor,1,4,Average
Female,Yes,71,No,Lawyer,1,3,High
Female,No,26,No,Doctor,0,2,Low
Female,Yes,60,Yes,Artist,8,2,High
Female,Yes,46,Yes,Artist,1,2,Average
Male,Yes,39,Yes,Entertainment,1,4,Average
Female,No,18,No,Healthcare,1,3,Low
Male,Yes,26,Yes,Doctor,1,2,Average
Male,Yes,53,Yes,Artist,1,2,High
Male,Yes,40,Yes,Entertainment,1,2,Average
Male,Yes,76,No,Executive,,7,Low
Male,Yes,26,Yes,Entertainment,0,3,Average
Female,Yes,65,Yes,Artist,0,2,Average
Female,No,37,Yes,Artist,12,2,Low
Male,No,25,No,Healthcare,0,4,Low
Female,No,21,No,Engineer,0,5,Low
Female,No,25,No,Healthcare,0,4,Low
Male,No,23,No,Healthcare,4,5,Low
Female,No,30,Yes,Healthcare,1,6,Low
Female,No,30,No,Doctor,0,4,Low
Male,Yes,42,No,Entertainment,0,4,Average
Female,Yes,81,No,Lawyer,,2,High
Male,Yes,49,Yes,Entertainment,1,5,Average
Male,No,32,No,Healthcare,0,3,Low
Female,Yes,43,Yes,Artist,,4,Average
Male,Yes,26,No,Executive,9,4,High
Female,No,67,No,Artist,1,2,Low
Male,Yes,88,No,Executive,0,1,Low
Female,No,40,Yes,Healthcare,8,4,Low
Female,,48,Yes,Artist,0,4,Low
Male,No,18,No,Healthcare,7,3,Low
Male,Yes,39,Yes,,5,3,Average
Male,Yes,61,Yes,Entertainment,7,5,High
Female,Yes,51,Yes,Artist,,4,High
Female,Yes,25,No,Engineer,0,2,Average
Male,No,35,Yes,Artist,6,3,Low
Male,Yes,46,No,Executive,0,2,High
Female,Yes,53,No,Homemaker,2,3,High
Male,Yes,48,Yes,Entertainment,9,1,Low
Male,Yes,75,Yes,Lawyer,1,2,Low
Male,No,23,No,Healthcare,1,3,Low
Male,No,29,No,Doctor,1,2,Low
Male,Yes,46,No,Artist,0,2,Low
Female,No,61,Yes,Marketing,1,1,Low
Female,No,37,No,Artist,1,1,Low
Female,No,23,No,Healthcare,6,5,Low
Male,No,21,No,Healthcare,,8,Low
Female,No,33,No,Healthcare,7,4,Low
Male,Yes,74,No,Executive,0,,Low
Male,No,41,No,Entertainment,0,2,Low
Female,Yes,58,Yes,Engineer,,4,High
Male,Yes,25,Yes,Entertainment,8,2,Average
Male,No,33,No,Marketing,2,3,Low
Male,Yes,43,No,Doctor,0,2,Low
Male,Yes,25,No,Executive,1,2,Low
Female,No,26,No,Engineer,0,1,Low
Male,No,22,No,Healthcare,1,5,Low
Male,Yes,28,No,Artist,0,2,Average
Female,No,36,Yes,Entertainment,7,1,Low
Female,No,28,No,Healthcare,1,3,Low
Male,Yes,85,Yes,Artist,1,4,High
Male,No,30,Yes,Entertainment,0,,Low
Male,Yes,43,Yes,Healthcare,7,2,High
Male,Yes,82,No,Executive,1,2,High
Male,,48,Yes,Executive,,5,High
Female,No,18,No,Healthcare,3,3,Low
Male,Yes,53,Yes,Engineer,1,2,Low
Male,Yes,50,Yes,Artist,0,4,Average
Female,Yes,39,No,Engineer,9,6,Average
Female,Yes,35,No,Engineer,2,6,Average
Male,No,28,Yes,Entertainment,,3,Low
Female,No,33,Yes,Engineer,1,3,Low
Female,Yes,35,Yes,Healthcare,1,3,Low
Male,Yes,48,Yes,Entertainment,0,4,Average
Female,Yes,50,Yes,Artist,1,3,High
Male,Yes,47,No,Entertainment,0,4,Average
Female,No,50,Yes,Artist,4,1,Low
Male,Yes,56,Yes,Artist,,4,Low
Female,No,26,No,Healthcare,10,1,Low
Male,No,21,No,Healthcare,0,4,Low
Male,Yes,61,Yes,Entertainment,1,4,Average
Female,Yes,88,No,Lawyer,0,2,High
Male,No,72,No,Marketing,1,2,Low
Male,Yes,61,Yes,Artist,1,2,Low
Female,Yes,45,No,Engineer,8,,Low
Female,Yes,51,No,Engineer,1,5,Average
Male,No,42,Yes,Artist,6,2,Low
Male,Yes,59,No,Entertainment,8,3,Average
Female,No,45,Yes,Healthcare,4,1,Low
Female,Yes,68,Yes,Artist,,3,Average
Female,Yes,85,Yes,Lawyer,0,2,High
Male,Yes,46,Yes,Doctor,1,4,Average
Female,Yes,32,Yes,Artist,0,2,Average
Female,Yes,70,Yes,Engineer,0,1,Low
Male,Yes,37,Yes,Entertainment,,,Low
Female,No,30,No,Marketing,1,4,Low
Female,No,33,Yes,Engineer,1,2,Low
Male,Yes,61,No,Healthcare,,3,Low
Female,No,37,Yes,Engineer,0,1,Low
Male,Yes,32,Yes,Entertainment,6,2,Low
Male,Yes,52,Yes,Artist,0,2,High
Female,Yes,42,No,Entertainment,0,3,Average
Male,Yes,47,Yes,Artist,3,2,Average
Female,Yes,52,Yes,Artist,9,2,Low
Male,Yes,66,Yes,Entertainment,0,3,Average
Female,No,28,No,Engineer,,6,Low
Female,Yes,47,Yes,Marketing,1,1,Low
Male,Yes,52,Yes,Entertainment,1,3,Average
Male,No,27,No,Healthcare,2,4,Low
Female,Yes,56,Yes,Artist,0,5,Average
Female,Yes,53,No,Engineer,7,6,Average
Female,Yes,45,Yes,Artist,1,4,Average
Female,No,37,No,Homemaker,1,1,Low
Female,Yes,36,No,Artist,2,4,Average
Male,No,25,Yes,Entertainment,2,3,Low
Female,Yes,45,Yes,Artist,1,2,Average
Male,Yes,72,Yes,Homemaker,9,,Low
Male,No,35,Yes,Entertainment,1,3,Low
Female,Yes,72,Yes,Lawyer,1,2,High
Female,Yes,31,No,Artist,1,4,Low
Male,Yes,47,No,Entertainment,4,3,Average
Male,No,20,No,Healthcare,7,3,Low
Female,Yes,73,Yes,Lawyer,1,2,Low
Male,Yes,29,No,Doctor,,2,High
Male,Yes,25,No,Entertainment,3,2,Average
Male,Yes,52,Yes,Executive,0,4,High
Female,No,27,Yes,Artist,1,6,Low
Male,Yes,52,Yes,Executive,1,4,Average
Female,Yes,49,Yes,Artist,0,1,Low
Male,Yes,60,,,,4,Average
Male,No,45,Yes,Marketing,0,1,Low
Male,Yes,59,Yes,Artist,4,1,Low
Female,No,18,No,Healthcare,8,5,Low
Male,No,18,No,Healthcare,0,3,Low
Male,Yes,55,No,Artist,1,1,Low
Female,No,59,Yes,Entertainment,1,1,Low
Male,No,22,No,Healthcare,0,2,Low
Male,Yes,52,Yes,Executive,0,4,High
Male,Yes,51,Yes,Artist,1,3,Average
Male,Yes,35,No,Executive,0,5,High
Female,No,26,No,Executive,8,3,Low
Male,Yes,38,Yes,Entertainment,1,2,Average
Male,Yes,43,Yes,Doctor,1,4,Low
Male,No,41,Yes,Entertainment,1,2,Low
Female,No,27,No,Homemaker,8,,Low
Male,Yes,60,Yes,,0,1,Low
Female,No,25,No,Doctor,,4,Low
Male,No,18,No,Healthcare,,5,Low
Male,Yes,47,Yes,Artist,0,4,Average
Male,Yes,71,No,Marketing,1,1,Low
Female,No,32,Yes,Entertainment,1,3,Low
Male,Yes,60,Yes,Entertainment,1,3,Average
Female,No,33,Yes,Healthcare,0,,Low
Female,No,37,Yes,Artist,9,1,Low
Male,Yes,48,Yes,Homemaker,9,1,Low
Female,,33,No,Engineer,7,5,High
Female,Yes,68,Yes,Artist,1,2,Average
Male,Yes,51,No,Artist,0,3,Low
Male,Yes,52,Yes,Executive,1,4,Low
Male,Yes,31,Yes,Marketing,13,4,High
Male,No,39,No,Engineer,1,1,Low
Male,,60,Yes,Lawyer,1,1,High
Female,Yes,50,Yes,Executive,4,3,High
Female,No,19,No,Healthcare,,4,Low
Male,No,18,No,Healthcare,0,6,Low
Male,Yes,37,Yes,Artist,0,2,Low
Female,Yes,50,Yes,Doctor,1,3,Average
Female,No,20,No,Healthcare,0,,Low
Male,No,19,No,Healthcare,1,6,Low
Male,No,31,Yes,Healthcare,0,4,Low
Male,Yes,53,Yes,Doctor,14,2,Average
Female,Yes,26,Yes,Artist,12,2,Average
Male,No,37,Yes,Healthcare,8,3,Low
Female,Yes,49,No,Healthcare,,2,Average
Male,Yes,70,No,Entertainment,,1,Low
Female,Yes,48,No,Lawyer,1,2,High
Male,No,21,No,Healthcare,0,4,Low
Male,No,19,No,Healthcare,0,4,Low
Male,,61,No,,0,,High
Male,No,31,No,Healthcare,,3,Low
Female,Yes,65,Yes,Lawyer,0,3,High
Male,Yes,73,No,Executive,1,1,Low
Female,Yes,50,Yes,Artist,1,3,Average
Male,Yes,70,Yes,Lawyer,0,1,Low
Male,Yes,58,Yes,Engineer,0,1,Low
Female,,58,No,Marketing,14,6,High
Male,No,18,Yes,Healthcare,1,2,Low
Male,No,32,No,Healthcare,0,4,Low
Female,No,40,Yes,Lawyer,4,1,Low
Female,No,49,Yes,Marketing,0,5,Low
Male,No,35,Yes,Artist,8,1,Low
Female,Yes,40,Yes,Engineer,0,2,Low
Male,No,30,Yes,Marketing,12,4,Low
Female,No,35,Yes,Artist,5,1,Low
Male,Yes,28,No,Doctor,0,5,Low
Male,No,30,,Marketing,8,1,Low
Male,Yes,39,Yes,Healthcare,1,2,Average
Male,No,39,Yes,Entertainment,1,8,Low
Female,Yes,26,Yes,Engineer,6,7,High
Male,Yes,36,Yes,Artist,0,3,High
Female,No,26,Yes,Homemaker,9,,Low
Male,No,21,No,Healthcare,1,3,Low
Female,No,45,Yes,Artist,2,1,Low
Male,Yes,45,No,Entertainment,10,4,Average
Female,Yes,63,Yes,Artist,0,3,Average
Female,No,45,Yes,Artist,1,1,Low
Female,Yes,27,Yes,Healthcare,9,2,High
Male,Yes,47,No,Executive,0,7,Low
Male,Yes,36,Yes,Artist,6,4,Average
Male,Yes,49,Yes,Artist,,2,Average
Male,No,25,No,Doctor,7,4,Low
Male,No,32,No,Healthcare,0,7,Low
Male,Yes,41,No,Executive,6,3,High
Female,Yes,50,Yes,Artist,9,4,Average
Female,Yes,63,Yes,Artist,0,2,High
Male,Yes,69,No,Executive,,4,Low
Female,Yes,62,Yes,Engineer,1,1,Low
Male,Yes,63,Yes,Marketing,1,3,High
Female,Yes,36,Yes,Artist,5,2,Low
Female,Yes,31,No,Engineer,8,2,Low
Female,No,45,No,Entertainment,8,2,Low
Female,Yes,45,Yes,Artist,1,4,Average
Male,No,26,No,Doctor,1,3,Low
Male,Yes,49,No,Artist,,4,Average
Female,No,38,Yes,Marketing,8,3,Low
Female,Yes,74,Yes,Lawyer,1,2,High
Male,No,61,Yes,Lawyer,1,1,Low
Female,No,26,Yes,Healthcare,0,,Low
Female,Yes,70,Yes,Lawyer,1,2,High
Female,No,30,No,Doctor,,3,Low
Female,Yes,57,Yes,Artist,1,4,Average
Female,Yes,35,,,8,4,Average
Male,No,20,No,Healthcare,1,3,Low
Male,No,19,No,Healthcare,5,4,Low
Male,No,52,Yes,Artist,1,3,Low
Male,No,31,Yes,Artist,,6,Low
Male,No,22,No,Marketing,0,3,Low
Male,Yes,27,Yes,Homemaker,9,,Low
Female,,39,Yes,Artist,1,3,Low
Female,No,28,No,Homemaker,8,,Low
Male,Yes,59,No,Engineer,,4,Average
Female,Yes,57,Yes,Artist,1,3,Average
Male,No,25,Yes,Healthcare,1,4,Low
Female,Yes,40,No,Engineer,0,3,Low
Female,Yes,53,Yes,Artist,1,2,Low
Female,No,32,Yes,Artist,9,1,Low
Female,No,70,Yes,Artist,0,2,Low
Male,No,48,Yes,Engineer,0,1,Low
Male,Yes,75,Yes,Lawyer,1,2,High
Male,Yes,62,Yes,Artist,0,1,Low
Male,Yes,41,No,Artist,1,6,Average
Male,Yes,55,Yes,Artist,0,3,Average
Female,No,35,Yes,Artist,8,,Low
Female,No,20,No,Healthcare,4,3,Low
Male,No,20,No,Healthcare,0,3,Low
Female,No,35,No,,0,5,Low
Female,Yes,56,Yes,Entertainment,1,3,Average
Male,Yes,39,No,Executive,1,7,High
Male,Yes,42,Yes,Entertainment,,3,Low
Male,Yes,35,Yes,Artist,1,2,Average
Female,No,35,No,Engineer,1,1,Low
Male,No,33,Yes,Healthcare,0,2,Low
Male,No,42,Yes,Artist,1,2,Low
Male,No,35,Yes,Artist,5,2,Low
Female,No,27,No,Healthcare,0,3,Low
Male,No,33,No,Entertainment,6,2,Low
Female,No,32,Yes,Artist,9,1,Low
Female,No,35,No,Entertainment,4,2,Low
Male,No,22,No,Healthcare,0,9,Low
Male,Yes,40,Yes,Artist,3,4,Average
Male,Yes,51,Yes,Artist,3,2,Average
Male,Yes,88,Yes,Lawyer,,,Low
Male,Yes,82,Yes,Lawyer,1,2,High
Male,Yes,43,Yes,Artist,6,3,Average
Female,No,29,No,Marketing,9,4,Low
Female,No,38,Yes,Artist,9,1,Low
Male,Yes,37,Yes,Artist,0,3,Average
Male,No,32,Yes,Healthcare,0,6,Low
Male,No,26,Yes,Entertainment,5,4,Low
Male,Yes,39,Yes,Entertainment,0,4,Average
Female,No,43,Yes,Artist,0,1,Low
Male,Yes,51,Yes,Doctor,11,2,Average
Male,Yes,52,Yes,Artist,0,2,Average
Male,No,51,No,Entertainment,1,1,Low
Male,No,20,No,Healthcare,,4,Low
Male,No,33,No,Healthcare,0,5,Low
Female,No,36,Yes,Entertainment,,1,Low
Female,Yes,39,No,Engineer,,6,Average
Male,Yes,48,Yes,Artist,0,2,Low
Female,Yes,78,No,Lawyer,1,2,High
Male,Yes,46,Yes,Artist,1,1,Low
Female,Yes,26,No,Homemaker,,4,Low
Male,No,26,No,Healthcare,0,7,Low
Female,No,37,Yes,Engineer,7,,Low
Female,Yes,75,Yes,Homemaker,1,,High
Male,No,19,No,Doctor,,5,Low
Male,No,22,No,Healthcare,1,4,Low
Male,Yes,27,No,Engineer,6,3,Low
Male,,57,Yes,Artist,3,3,High
Female,No,32,No,Artist,,5,Low
Male,Yes,37,No,Entertainment,0,4,Average
Female,No,33,Yes,Marketing,1,3,Low
Female,Yes,57,No,Engineer,0,1,Low
Male,No,35,Yes,Entertainment,0,3,Low
Female,No,26,Yes,Artist,1,3,Low
Male,No,31,Yes,Doctor,1,2,Low
Female,No,53,Yes,Artist,1,,Low
Female,Yes,56,Yes,Engineer,2,2,High
Male,Yes,65,Yes,Lawyer,0,1,Low
Male,No,23,No,Healthcare,7,3,Low
Male,Yes,68,No,Executive,1,2,High
Female,No,32,No,Homemaker,9,1,Low
Female,No,21,No,Healthcare,0,5,Low
Female,Yes,61,Yes,Artist,,2,Low
Male,Yes,25,Yes,Entertainment,1,2,Average
Female,Yes,36,Yes,Entertainment,0,3,Average
Male,No,25,No,Executive,3,1,Low
Male,Yes,58,Yes,Artist,9,4,Average
Male,Yes,66,Yes,Executive,1,2,Low
Female,No,42,Yes,Artist,1,2,Low
Female,Yes,36,Yes,Doctor,13,2,Low
Male,Yes,58,No,Artist,9,2,Low
Female,No,36,No,Engineer,0,1,Low
Male,No,28,No,Healthcare,2,4,Low
Male,Yes,45,No,Artist,4,2,Average
Female,Yes,35,No,Entertainment,10,2,Low
Male,Yes,59,Yes,Artist,11,3,Average
Male,Yes,49,Yes,Entertainment,0,1,Low
Female,No,51,Yes,Entertainment,0,1,Low
Male,No,40,Yes,Artist,5,2,Low
Female,,49,No,Healthcare,2,2,Average
Female,Yes,74,Yes,Lawyer,1,1,Low
Male,No,27,Yes,Healthcare,4,2,Low
Male,Yes,70,Yes,Artist,0,2,High
Female,Yes,62,Yes,Lawyer,0,2,Low
Male,No,37,Yes,Artist,9,1,Low
Female,No,40,No,Healthcare,8,3,Low
Male,No,47,Yes,,0,1,Low
Male,Yes,52,Yes,Entertainment,1,4,Average
Female,Yes,57,Yes,Executive,0,2,Average
Male,No,37,Yes,Artist,8,3,Low
Male,Yes,60,Yes,Artist,1,1,Low
Male,Yes,43,Yes,Executive,7,3,High
Male,Yes,37,Yes,Entertainment,4,1,Low
Male,Yes,59,Yes,Entertainment,1,3,Average
Female,Yes,60,Yes,Artist,2,3,Low
Male,Yes,69,No,Lawyer,1,3,Low
Male,Yes,49,Yes,Executive,1,4,High
Male,No,23,No,Healthcare,1,5,Low
Female,Yes,43,Yes,Artist,2,3,Average
Female,No,22,No,Healthcare,1,7,Low
Male,No,29,No,Healthcare,0,4,Low
Male,Yes,26,Yes,Marketing,0,2,Low
Female,Yes,36,No,Artist,1,4,Average
Female,No,55,Yes,Entertainment,1,1,Low
Female,Yes,59,Yes,Engineer,0,1,Low
Female,Yes,83,Yes,Artist,,2,High
Female,No,55,Yes,Doctor,3,,Low
Male,Yes,53,Yes,Artist,2,3,Average
Male,Yes,62,Yes,Artist,1,3,Average
Male,Yes,73,No,Executive,0,3,High
Male,Yes,45,No,Doctor,9,4,High
Female,,28,Yes,Healthcare,4,8,Low
Male,No,28,Yes,Healthcare,1,4,Low
Male,No,25,No,Marketing,0,2,Low
Male,Yes,52,Yes,Engineer,1,3,Average
Male,Yes,61,Yes,Entertainment,11,3,Average
Female,No,27,Yes,Artist,1,4,Low
Male,Yes,31,Yes,Entertainment,8,2,Average
Male,No,40,Yes,Artist,1,4,Low
Male,No,27,Yes,Artist,1,3,Low
Female,No,60,Yes,Artist,6,1,Low
Male,Yes,40,Yes,Healthcare,6,2,High
Male,Yes,32,No,Entertainment,5,2,Low
Female,Yes,42,Yes,Engineer,1,2,Low
Male,Yes,32,Yes,Doctor,0,2,Average
Male,No,27,Yes,Artist,9,2,Low
Male,No,29,No,Entertainment,1,5,Low
Male,No,43,Yes,Entertainment,0,5,Low
Male,Yes,48,Yes,Doctor,1,2,Average
Male,Yes,62,No,Entertainment,1,6,Average
Female,No,42,Yes,Artist,7,2,Low
Male,Yes,25,Yes,Artist,8,2,Average
Male,No,31,No,Artist,1,,Low
Male,Yes,61,Yes,Healthcare,1,4,Low
Female,No,26,No,Homemaker,8,1,Low
Female,No,27,Yes,Doctor,1,4,Low
Female,Yes,40,Yes,Artist,0,2,Low
Female,No,23,No,Healthcare,0,4,Low
Male,Yes,45,Yes,Executive,0,4,High
Female,No,37,Yes,Artist,9,1,Low
Male,Yes,28,Yes,Doctor,,2,Low
Male,Yes,70,No,Marketing,1,2,Low
Male,Yes,37,Yes,Artist,1,2,Average
Female,No,19,No,Doctor,1,4,Low
Male,Yes,48,No,,1,4,Average
Male,,56,Yes,Artist,0,5,Average
Male,Yes,36,No,Artist,,3,Average
Male,Yes,63,No,Entertainment,1,5,Average
Female,Yes,68,Yes,Artist,1,2,Average
Female,No,27,Yes,Healthcare,1,4,Low
Male,No,30,Yes,Entertainment,1,3,Low
Female,No,33,Yes,Doctor,0,3,Low
Male,Yes,25,No,Entertainment,2,2,Low
Female,No,37,Yes,Entertainment,1,2,Low
Male,No,30,Yes,Entertainment,0,3,Low
Female,Yes,66,Yes,Engineer,8,2,Average
Female,No,31,No,Engineer,0,1,Low
Female,No,31,Yes,Engineer,9,3,Low
Female,Yes,45,Yes,Artist,8,5,High
Male,Yes,42,No,Entertainment,0,3,Low
Female,Yes,46,Yes,Artist,1,2,Average
Female,Yes,76,Yes,Lawyer,1,2,High
Male,No,25,Yes,Healthcare,8,4,Low
Female,Yes,41,Yes,Engineer,1,3,Average
Male,Yes,49,Yes,Engineer,0,2,Average
Male,No,32,No,,0,5,Low
Male,Yes,55,No,Artist,0,2,Low
Male,Yes,66,Yes,Executive,3,2,High
Female,Yes,68,Yes,Artist,0,1,Low
Male,No,21,No,,7,,Low
Female,No,39,Yes,Artist,0,,Low
Female,No,26,Yes,Healthcare,1,2,Low
Male,No,22,No,Healthcare,,,Low
Male,No,20,No,Healthcare,0,4,Low
Female,Yes,50,Yes,Doctor,1,3,Low
Female,Yes,84,Yes,Artist,1,2,High
Male,No,43,Yes,Artist,12,5,Low
Female,Yes,63,Yes,Entertainment,0,4,Average
Male,No,37,Yes,Entertainment,9,1,Low
Male,Yes,31,No,Engineer,5,3,Average
Male,No,26,No,Entertainment,1,3,Low
Male,Yes,41,Yes,Entertainment,2,3,Average
Female,Yes,62,Yes,Artist,1,2,High
Male,Yes,45,Yes,Executive,0,4,High
Female,Yes,28,No,Engineer,6,3,Low
Female,Yes,89,Yes,Lawyer,0,2,High
Male,No,20,No,Healthcare,0,4,Low
Female,No,40,Yes,Engineer,9,2,Low
Male,No,23,No,Healthcare,0,4,Low
Male,No,41,Yes,Artist,4,1,Low
Male,Yes,78,No,Lawyer,1,2,High
Female,No,43,Yes,Engineer,0,1,Low
Female,Yes,57,Yes,Artist,0,4,High
Male,Yes,55,Yes,Executive,1,3,High
Female,No,27,Yes,Engineer,11,1,Low
Male,Yes,51,Yes,Executive,1,4,High
Male,Yes,35,Yes,Executive,9,4,High
Male,Yes,49,Yes,Entertainment,1,3,Average
Female,No,33,Yes,Healthcare,7,2,Low
Female,Yes,60,Yes,Artist,1,2,Average
Male,Yes,52,Yes,Artist,8,3,Low
Female,No,42,Yes,Artist,1,2,Low
Female,No,28,Yes,Marketing,2,3,Low
Female,Yes,43,Yes,Artist,5,3,High
Male,No,25,Yes,Healthcare,0,4,Low
Female,Yes,51,Yes,Artist,,2,Low
Male,Yes,42,Yes,Artist,1,3,Average
Male,No,20,No,Healthcare,,5,Low
Male,,80,No,Lawyer,0,1,Low
Female,Yes,41,Yes,Artist,1,4,High
Female,Yes,71,Yes,Lawyer,0,2,Low
Female,Yes,42,Yes,Artist,0,2,Average
Male,Yes,56,Yes,Artist,1,2,Average
Female,Yes,41,Yes,Healthcare,6,2,Average
Male,Yes,72,Yes,Entertainment,7,2,Low
Female,No,30,No,Entertainment,1,4,Low
Female,No,25,Yes,Entertainment,0,6,Low
Male,No,33,Yes,Marketing,0,4,Low
Male,No,26,Yes,Artist,,,Low
Male,Yes,38,No,Executive,5,3,High
Male,Yes,60,Yes,Lawyer,9,2,Low
Female,Yes,79,No,Lawyer,1,3,High
Female,No,38,Yes,Marketing,9,4,Low
Male,Yes,56,Yes,Artist,1,1,Average
Male,Yes,73,No,Homemaker,2,1,Low
Female,No,22,No,Healthcare,0,7,Low
Male,Yes,42,No,Marketing,1,3,Low
Male,Yes,72,No,Lawyer,0,2,High
Female,No,33,Yes,Healthcare,0,3,Low
Male,Yes,53,Yes,Executive,1,4,Average
Female,No,25,No,Healthcare,1,5,Low
Male,Yes,46,Yes,Artist,0,3,Average
Male,No,18,No,Healthcare,0,3,Low
Female,No,60,Yes,Engineer,1,1,Low
Male,No,22,No,Doctor,2,4,Low
Male,No,22,No,Healthcare,9,5,Low
Male,No,18,No,Healthcare,3,5,Low
Male,Yes,39,Yes,Doctor,0,3,High
Male,No,19,No,Healthcare,7,5,Low
Female,No,30,No,Artist,7,1,Low
Male,No,23,No,Healthcare,4,5,Low
Male,No,23,No,Healthcare,1,7,Low
Female,No,48,Yes,Artist,4,1,Low
Male,Yes,39,Yes,Artist,9,1,Low
Female,No,56,Yes,Artist,0,1,Low
Male,Yes,63,No,Artist,5,2,Average
Female,Yes,71,No,Engineer,1,4,High
Female,Yes,70,Yes,Entertainment,1,2,High
Male,Yes,84,No,Lawyer,1,1,Low
Male,Yes,39,Yes,Executive,0,6,High
Male,Yes,42,Yes,Artist,6,4,Low
Male,Yes,46,Yes,Artist,4,2,Low
Male,Yes,63,No,Executive,0,3,Average
Female,Yes,55,No,Artist,0,3,Low
Male,Yes,42,Yes,Engineer,1,2,Low
Female,Yes,58,Yes,Artist,,2,Average
Female,Yes,88,Yes,Lawyer,1,1,Low
Male,Yes,43,Yes,Artist,5,2,Average
Male,Yes,73,Yes,Executive,1,3,High
Male,Yes,35,Yes,Entertainment,8,,Average
Male,No,30,No,Healthcare,0,5,Low
Male,Yes,30,No,Doctor,11,2,Average
Male,Yes,46,Yes,Healthcare,1,3,High
Female,Yes,43,Yes,Artist,2,2,Average
Female,Yes,36,No,Entertainment,1,3,High
Female,Yes,47,Yes,,2,1,Low
Male,Yes,63,Yes,Entertainment,1,1,Low
Male,Yes,35,Yes,Artist,7,2,Low
Female,No,31,Yes,Artist,9,2,Low
Female,Yes,45,Yes,Artist,,4,Average
Male,No,26,No,Executive,2,2,Low
Male,Yes,37,No,Doctor,4,2,Average
Female,Yes,26,No,Doctor,1,2,Average
Male,Yes,37,No,Entertainment,0,5,Low
Female,Yes,53,Yes,Artist,1,3,Average
Female,No,55,Yes,Artist,1,1,Low
Male,Yes,42,Yes,Executive,9,6,High
Female,Yes,46,Yes,Artist,0,2,Average
Male,Yes,30,Yes,Healthcare,,6,Low
Male,No,63,Yes,Artist,0,1,Low
Male,Yes,52,Yes,Entertainment,0,4,Low
Female,No,28,Yes,Doctor,12,2,Low
Female,No,20,No,Healthcare,0,5,Low
Male,Yes,60,Yes,Executive,4,3,High
Male,Yes,42,Yes,Healthcare,0,4,Average
Male,Yes,46,Yes,Doctor,1,6,Average
Male,Yes,37,Yes,Artist,1,2,Average
Female,No,42,Yes,Artist,8,1,Low
Female,Yes,46,Yes,Artist,1,4,Average
